"SELECT city.""official name"" FROM city JOIN farm_competition ON city.""city id"" = farm_competition.""host city id"" GROUP BY city.""official name"" HAVING COUNT(farm_competition.""competition id"") > 1"	farm
SELECT city.status  FROM city  JOIN farm_competition ON city.city_id = farm_competition.host_city_id  GROUP BY city.city_id  ORDER BY COUNT(farm_competition.competition_id) DESC  LIMIT 1	farm
SELECT status FROM city WHERE city id = (SELECT host city id FROM farm competition GROUP BY host city id ORDER BY COUNT(*) DESC LIMIT 1)	farm
SELECT theme  FROM farm_competition  WHERE host_city_id IN (   SELECT city_id    FROM city    WHERE population > 1000)	farm
SELECT DISTINCT `farm competition`.theme FROM `farm competition` JOIN city ON `farm competition`.`host city id` = city.`city id` WHERE city.population > 1000	farm
SELECT status, AVG(population)  FROM city  GROUP BY status	farm
SELECT status, AVG(population)  FROM city  GROUP BY status	farm
SELECT status, COUNT(*) as num_cities FROM city GROUP BY status ORDER BY num_cities DESC	farm
SELECT status, COUNT(*) as frequency  FROM city  GROUP BY status  ORDER BY frequency ASC	farm
SELECT status, COUNT(*) as count  FROM city  GROUP BY status  ORDER BY count DESC  LIMIT 1;	farm
SELECT status, COUNT(*) as count  FROM city  GROUP BY status  ORDER BY count DESC  LIMIT 1	farm
SELECT official name FROM city WHERE city id NOT IN (SELECT host city id FROM farm competition)	farm
SELECT official name FROM city WHERE city id NOT IN (SELECT host city id FROM farm competition)	farm
SELECT status FROM city WHERE population > 1500 OR population < 500	farm
SELECT DISTINCT status  FROM city  WHERE population > 1500 OR population < 500	farm
SELECT official name FROM city WHERE population > 1500 OR population < 500	farm
SELECT official name FROM city WHERE population > 1500 OR population < 500	farm
"SELECT `census ranking` FROM city WHERE status != ""Village"""	farm
"SELECT `city id`, `census ranking` FROM city WHERE status != ""Village"""	farm
SELECT `course_id`  FROM `student course registrations`  GROUP BY `course_id`  ORDER BY COUNT(`student_id`) DESC  LIMIT 1	student_assessment
SELECT `course name` FROM `courses` WHERE `course id` = (   SELECT `course id`   FROM `student course registrations`   GROUP BY `course id`   ORDER BY COUNT(`student id`) DESC   LIMIT 1 )	student_assessment
SELECT student_id  FROM student_course_registrations  GROUP BY student_id  HAVING COUNT(course_id) = (   SELECT MIN(course_count)    FROM (     SELECT COUNT(course_id) as course_count      FROM student_course_registrations      GROUP BY student_id   ) )	student_assessment
SELECT student_id  FROM student_course_registrations  GROUP BY student_id  HAVING COUNT(course_id) = (SELECT MIN(course_count)                             FROM (SELECT COUNT(course_id) as course_count                                   FROM student_course_registrations                                   GROUP BY student_id))	student_assessment
SELECT people.first_name, people.last_name  FROM people  JOIN candidates ON people.person_id = candidates.candidate_id	student_assessment
SELECT first_name, last_name FROM people WHERE person_id IN (SELECT candidate_id FROM candidates)	student_assessment
SELECT `student id`  FROM students  WHERE `student id` NOT IN (SELECT `student id` FROM `student course attendance`)	student_assessment
"SELECT ""student id""  FROM students  WHERE ""student id"" NOT IN (SELECT ""student id"" FROM ""student course attendance"")"	student_assessment
"SELECT DISTINCT ""student id"" FROM ""student course attendance"""	student_assessment
"SELECT DISTINCT ""student id"" FROM ""student course attendance"""	student_assessment
SELECT student_id, course_name  FROM student_course_registrations  JOIN courses ON student_course_registrations.course_id = courses.course_id	student_assessment
SELECT students.student_details  FROM students  JOIN student_course_registrations ON students.student_id = student_course_registrations.student_id  ORDER BY student_course_registrations.registration_date DESC  LIMIT 1	student_assessment
SELECT *  FROM students  JOIN student_course_registrations ON students.student_id = student_course_registrations.student_id  ORDER BY student_course_registrations.registration_date DESC	student_assessment
SELECT COUNT(*)  FROM students  JOIN student_course_registrations ON students.student_id = student_course_registrations.student_id  JOIN courses ON student_course_registrations.course_id = courses.course_id  WHERE courses.course_name = 'English'	student_assessment
SELECT COUNT(DISTINCT student_id)  FROM student_course_attendance  WHERE course_id IN (   SELECT course_id    FROM courses    WHERE course_name LIKE '%English%' )	student_assessment
SELECT COUNT(*) FROM `student course attendance` WHERE `student id` = 171	student_assessment
"SELECT COUNT(*)  FROM ""student course attendance""  WHERE ""student id"" = 171"	student_assessment
SELECT person_id FROM people WHERE email_address = 'stanley.monahan@example.org'	student_assessment
SELECT person_id FROM people WHERE email_address = 'stanley.monahan@example.org'	student_assessment
"SELECT ""candidate id"" FROM ""candidate assessments"" ORDER BY ""assessment date"" DESC LIMIT 1"	student_assessment
"SELECT ""candidate id""  FROM ""candidate assessments""  ORDER BY ""assessment date"" DESC  LIMIT 1"	student_assessment
SELECT students.student_details FROM students JOIN student_course_registrations ON students.student_id = student_course_registrations.student_id GROUP BY students.student_id ORDER BY COUNT(student_course_registrations.course_id) DESC LIMIT 1	student_assessment
SELECT s.student_details  FROM students s  JOIN student_course_registrations scr ON s.student_id = scr.student_id  GROUP BY s.student_id  ORDER BY COUNT(scr.course_id) DESC  LIMIT 1	student_assessment
SELECT `student id`, COUNT(`course id`)  FROM `student course registrations`  GROUP BY `student id`	student_assessment
SELECT `student_id`, COUNT(`course_id`)  FROM `student course registrations`  GROUP BY `student_id`	student_assessment
SELECT `course name`, COUNT(`student id`)  FROM `courses`  JOIN `student course registrations` ON `courses`.`course id` = `student course registrations`.`course id`  GROUP BY `course name`	student_assessment
SELECT `course id`, COUNT(`student id`) as `number of students`, `course name` FROM `student course registrations`  JOIN `courses` ON `student course registrations`.`course id` = `courses`.`course id` GROUP BY `course id`, `course name`	student_assessment
"SELECT candidate_id FROM candidate_assessments WHERE asessment_outcome_code = ""Pass"""	student_assessment
SELECT candidate_id  FROM candidate_assessments  WHERE asessment_outcome_code = 'Pass'	student_assessment
"SELECT people.cell_mobile_number FROM people JOIN candidate_assessments ON people.person_id = candidate_assessments.candidate_id WHERE candidate_assessments.asessment_outcome_code = ""Fail"""	student_assessment
"SELECT people.""cell mobile number"" FROM people JOIN candidate_assessments ON people.""person id"" = candidate_assessments.""candidate id"" WHERE candidate_assessments.""asessment outcome code"" = 'Fail'"	student_assessment
SELECT student_id FROM student_course_registrations WHERE course_id = 301	student_assessment
SELECT student_id FROM student_course_registrations WHERE course_id = 301	student_assessment
SELECT student_id  FROM student_course_registrations  WHERE course_id = 301  ORDER BY registration_date DESC  LIMIT 1	student_assessment
SELECT student_id  FROM student_course_registrations  WHERE course_id = 301  ORDER BY registration_date DESC	student_assessment
SELECT DISTINCT city FROM addresses WHERE address_id IN (SELECT address_id FROM people_addresses)	student_assessment
SELECT DISTINCT city FROM addresses	student_assessment
SELECT DISTINCT city  FROM addresses  WHERE address_id IN (SELECT address_id FROM people_addresses WHERE person_id IN (SELECT person_id FROM students))	student_assessment
SELECT DISTINCT city FROM addresses WHERE address_id IN (SELECT address_id FROM people_addresses WHERE person_id IN (SELECT person_id FROM students))	student_assessment
SELECT course_name FROM courses ORDER BY course_name ASC	student_assessment
SELECT course_name FROM courses ORDER BY course_name ASC	student_assessment
SELECT `first name` FROM people ORDER BY `first name` ASC	student_assessment
SELECT `first name` FROM people ORDER BY `first name` ASC	student_assessment
"SELECT DISTINCT ""student id"" FROM ""student course registrations"" UNION SELECT DISTINCT ""student id"" FROM ""student course attendance"""	student_assessment
